Source,Year,Mean
gcag,1939-03,-0.2887
GISTEMP,1939-04,-0.1
gcag,1939-04,-0.1064
GISTEMP,1939-05,-0.04
gcag,1939-05,-0.0301
GISTEMP,1939-06,-0.06
gcag,1939-06,0.0148
GISTEMP,1939-07,-0.05
gcag,1939-07,-0.0377
GISTEMP,1939-08,-0.06
gcag,1939-08,-0.0407
GISTEMP,1939-09,-0.07
gcag,1939-09,-0.0172
GISTEMP,1939-10,-0.04
gcag,1939-10,-0.0993
GISTEMP,1939-11,0.07
gcag,1939-11,0.0213
GISTEMP,1939-12,0.43
gcag,1939-12,0.3339
GISTEMP,1940-01,0.0
gcag,1940-01,-0.0527
GISTEMP,1940-02,0.08
gcag,1940-02,0.0863
GISTEMP,1940-03,0.09
gcag,1940-03,-0.0358
GISTEMP,1940-04,0.17
gcag,1940-04,0.149
GISTEMP,1940-05,0.11
gcag,1940-05,0.0502
GISTEMP,1940-06,0.12
gcag,1940-06,0.0447
GISTEMP,1940-07,0.13
gcag,1940-07,0.1483
GISTEMP,1940-08,0.07
gcag,1940-08,0.0996
GISTEMP,1940-09,0.15
gcag,1940-09,0.1312
GISTEMP,1940-10,0.11
gcag,1940-10,0.0958
GISTEMP,1940-11,0.16
gcag,1940-11,-0.0047
GISTEMP,1940-12,0.31
gcag,1940-12,0.1992
GISTEMP,1941-01,0.18
gcag,1941-01,-0.0396
GISTEMP,1941-02,0.31
gcag,1941-02,0.1182
GISTEMP,1941-03,0.1
gcag,1941-03,-0.1165
GISTEMP,1941-04,0.16
gcag,1941-04,0.0362
GISTEMP,1941-05,0.17
gcag,1941-05,0.0612
GISTEMP,1941-06,0.13
gcag,1941-06,0.0596
GISTEMP,1941-07,0.22
gcag,1941-07,0.1608
GISTEMP,1941-08,0.15
gcag,1941-08,0.0397
GISTEMP,1941-09,0.02
gcag,1941-09,-0.1445
GISTEMP,1941-10,0.35
gcag,1941-10,0.2143
GISTEMP,1941-11,0.23
gcag,1941-11,-0.0073
GISTEMP,1941-12,0.22
gcag,1941-12,0.0754
GISTEMP,1942-01,0.29
gcag,1942-01,0.2578
GISTEMP,1942-02,0.02
gcag,1942-02,0.0168
GISTEMP,1942-03,0.06
gcag,1942-03,-0.0416
GISTEMP,1942-04,0.1
gcag,1942-04,-0.0152
GISTEMP,1942-05,0.11
gcag,1942-05,0.1238
GISTEMP,1942-06,0.05
gcag,1942-06,0.0303
GISTEMP,1942-07,0.01
gcag,1942-07,-0.0598
GISTEMP,1942-08,-0.04
gcag,1942-08,-0.0574
GISTEMP,1942-09,-0.03
gcag,1942-09,-0.0135
GISTEMP,1942-10,0.02
gcag,1942-10,-0.0869
GISTEMP,1942-11,0.1
gcag,1942-11,-0.0575
GISTEMP,1942-12,0.12
gcag,1942-12,-0.0801
GISTEMP,1943-01,-0.01
gcag,1943-01,-0.1827
GISTEMP,1943-02,0.17
gcag,1943-02,-0.0306
GISTEMP,1943-03,-0.03
gcag,1943-03,-0.1677
GISTEMP,1943-04,0.11
gcag,1943-04,0.023
GISTEMP,1943-05,0.07
gcag,1943-05,0.0355
GISTEMP,1943-06,-0.05
gcag,1943-06,-0.0749
GISTEMP,1943-07,0.09
gcag,1943-07,0.0183
GISTEMP,1943-08,0.01
gcag,1943-08,0.0317
GISTEMP,1943-09,0.05
gcag,1943-09,-0.0134
GISTEMP,1943-10,0.23
gcag,1943-10,0.2277
GISTEMP,1943-11,0.2
gcag,1943-11,0.1039
GISTEMP,1943-12,0.23
gcag,1943-12,0.1063
GISTEMP,1944-01,0.36
gcag,1944-01,0.3182
GISTEMP,1944-02,0.24
gcag,1944-02,0.1186
GISTEMP,1944-03,0.26
gcag,1944-03,0.1201
GISTEMP,1944-04,0.19
gcag,1944-04,0.0423
GISTEMP,1944-05,0.19
gcag,1944-05,0.1199
GISTEMP,1944-06,0.15
gcag,1944-06,0.1074
GISTEMP,1944-07,0.18
gcag,1944-07,0.1487
GISTEMP,1944-08,0.18
gcag,1944-08,0.2067
GISTEMP,1944-09,0.28
gcag,1944-09,0.1677
GISTEMP,1944-10,0.26
gcag,1944-10,0.2081
GISTEMP,1944-11,0.11
gcag,1944-11,0.0885
GISTEMP,1944-12,0.04
gcag,1944-12,0.0833
GISTEMP,1945-01,0.1
gcag,1945-01,0.0951
GISTEMP,1945-02,0.01
gcag,1945-02,0.0484
GISTEMP,1945-03,0.06
gcag,1945-03,0.0387
GISTEMP,1945-04,0.19
gcag,1945-04,0.2099
GISTEMP,1945-05,0.06
gcag,1945-05,-0.0617
GISTEMP,1945-06,0.01
gcag,1945-06,-0.0365
GISTEMP,1945-07,0.04
gcag,1945-07,0.0004
GISTEMP,1945-08,0.26
gcag,1945-08,0.2362
GISTEMP,1945-09,0.2
gcag,1945-09,0.1028
GISTEMP,1945-10,0.18
gcag,1945-10,0.0942
GISTEMP,1945-11,0.07
gcag,1945-11,-0.0106
GISTEMP,1945-12,-0.07
gcag,1945-12,-0.1998
GISTEMP,1946-01,0.15
gcag,1946-01,0.0465
GISTEMP,1946-02,0.02
gcag,1946-02,-0.1157
GISTEMP,1946-03,0.01
gcag,1946-03,-0.1216
GISTEMP,1946-04,0.06
gcag,1946-04,-0.0011
GISTEMP,1946-05,-0.07
gcag,1946-05,-0.0827
GISTEMP,1946-06,-0.21
gcag,1946-06,-0.27
GISTEMP,1946-07,-0.12
gcag,1946-07,-0.1094
GISTEMP,1946-08,-0.2
gcag,1946-08,-0.1541
GISTEMP,1946-09,-0.08
gcag,1946-09,-0.0982
GISTEMP,1946-10,-0.08
gcag,1946-10,-0.0681
GISTEMP,1946-11,-0.05
gcag,1946-11,-0.1081
GISTEMP,1946-12,-0.31
gcag,1946-12,-0.3432
GISTEMP,1947-01,-0.06
gcag,1947-01,-0.1505
GISTEMP,1947-02,-0.08
gcag,1947-02,-0.1411
GISTEMP,1947-03,0.06
gcag,1947-03,-0.0762
GISTEMP,1947-04,0.06
gcag,1947-04,-0.0549
GISTEMP,1947-05,-0.02
gcag,1947-05,-0.0708
GISTEMP,1947-06,-0.02
gcag,1947-06,-0.0927
GISTEMP,1947-07,-0.04
gcag,1947-07,-0.0648
GISTEMP,1947-08,-0.07
gcag,1947-08,-0.1129
GISTEMP,1947-09,-0.12
gcag,1947-09,-0.1604
GISTEMP,1947-10,0.07
gcag,1947-10,0.0338
GISTEMP,1947-11,0.02
gcag,1947-11,0.0291
GISTEMP,1947-12,-0.13
gcag,1947-12,-0.2331
GISTEMP,1948-01,0.06
gcag,1948-01,-0.019
GISTEMP,1948-02,-0.14
gcag,1948-02,-0.2386
GISTEMP,1948-03,-0.24
gcag,1948-03,-0.283
GISTEMP,1948-04,-0.12
gcag,1948-04,-0.1146
GISTEMP,1948-05,-0.01
gcag,1948-05,0.0576
GISTEMP,1948-06,-0.05
gcag,1948-06,-0.0082
GISTEMP,1948-07,-0.11
gcag,1948-07,-0.1296
GISTEMP,1948-08,-0.12
gcag,1948-08,-0.0476
GISTEMP,1948-09,-0.14
gcag,1948-09,-0.1338
GISTEMP,1948-10,-0.05
gcag,1948-10,-0.0568
GISTEMP,1948-11,-0.12
gcag,1948-11,-0.1733
GISTEMP,1948-12,-0.24
gcag,1948-12,-0.349
GISTEMP,1949-01,0.07
gcag,1949-01,-0.0186
GISTEMP,1949-02,-0.14
gcag,1949-02,-0.2423
GISTEMP,1949-03,-0.02
gcag,1949-03,-0.1096
GISTEMP,1949-04,-0.11
gcag,1949-04,-0.1467
GISTEMP,1949-05,-0.1
gcag,1949-05,-0.1113
GISTEMP,1949-06,-0.27
gcag,1949-06,-0.2332
GISTEMP,1949-07,-0.13
gcag,1949-07,-0.1801
GISTEMP,1949-08,-0.13
gcag,1949-08,-0.0775
GISTEMP,1949-09,-0.14
gcag,1949-09,-0.1233
GISTEMP,1949-10,-0.06
gcag,1949-10,-0.0897
GISTEMP,1949-11,-0.1
gcag,1949-11,-0.181
GISTEMP,1949-12,-0.18
gcag,1949-12,-0.2124
GISTEMP,1950-01,-0.26
gcag,1950-01,-0.3
GISTEMP,1950-02,-0.27
gcag,1950-02,-0.37
GISTEMP,1950-03,-0.08
gcag,1950-03,-0.2164
GISTEMP,1950-04,-0.21
gcag,1950-04,-0.2436
GISTEMP,1950-05,-0.11
gcag,1950-05,-0.1373
GISTEMP,1950-06,-0.05
gcag,1950-06,-0.105
GISTEMP,1950-07,-0.08
gcag,1950-07,-0.1067
GISTEMP,1950-08,-0.16
gcag,1950-08,-0.1526
GISTEMP,1950-09,-0.11
gcag,1950-09,-0.245
GISTEMP,1950-10,-0.2
gcag,1950-10,-0.201
GISTEMP,1950-11,-0.34
gcag,1950-11,-0.3808
GISTEMP,1950-12,-0.22
gcag,1950-12,-0.2608
GISTEMP,1951-01,-0.34
gcag,1951-01,-0.3603
GISTEMP,1951-02,-0.41
gcag,1951-02,-0.5094
GISTEMP,1951-03,-0.2
gcag,1951-03,-0.262
GISTEMP,1951-04,-0.14
gcag,1951-04,-0.1081
GISTEMP,1951-05,0.0
gcag,1951-05,0.0323
GISTEMP,1951-06,-0.06
gcag,1951-06,0.0602
GISTEMP,1951-07,-0.01
gcag,1951-07,0.0387
GISTEMP,1951-08,0.06
gcag,1951-08,0.1213
GISTEMP,1951-09,0.05
gcag,1951-09,0.1323
GISTEMP,1951-10,0.08
gcag,1951-10,0.1244
GISTEMP,1951-11,-0.01
gcag,1951-11,-0.0723
GISTEMP,1951-12,0.16
gcag,1951-12,0.0692
GISTEMP,1952-01,0.11
gcag,1952-01,0.094
GISTEMP,1952-02,0.11
gcag,1952-02,0.0684
GISTEMP,1952-03,-0.08
gcag,1952-03,-0.1635
GISTEMP,1952-04,0.03
gcag,1952-04,0.0456
GISTEMP,1952-05,-0.03
gcag,1952-05,0.0222
GISTEMP,1952-06,-0.03
gcag,1952-06,0.0235
GISTEMP,1952-07,0.04
gcag,1952-07,0.0901
GISTEMP,1952-08,0.05
gcag,1952-08,0.0969
GISTEMP,1952-09,0.07
gcag,1952-09,0.0962
GISTEMP,1952-10,0.0
gcag,1952-10,-0.0165
GISTEMP,1952-11,-0.13
gcag,1952-11,-0.1323
GISTEMP,1952-12,-0.02
gcag,1952-12,-0.0403
GISTEMP,1953-01,0.07
gcag,1953-01,-0.009
GISTEMP,1953-02,0.15
gcag,1953-02,0.095
GISTEMP,1953-03,0.11
gcag,1953-03,0.018
GISTEMP,1953-04,0.19
gcag,1953-04,0.2246
GISTEMP,1953-05,0.11
gcag,1953-05,0.149
GISTEMP,1953-06,0.12
gcag,1953-06,0.1404
GISTEMP,1953-07,0.01
gcag,1953-07,0.0431
GISTEMP,1953-08,0.05
gcag,1953-08,0.0871
GISTEMP,1953-09,0.04
gcag,1953-09,0.0863
GISTEMP,1953-10,0.08
gcag,1953-10,0.0834
GISTEMP,1953-11,-0.03
gcag,1953-11,-0.0058
GISTEMP,1953-12,0.05
gcag,1953-12,0.0194
GISTEMP,1954-01,-0.24
gcag,1954-01,-0.2435
GISTEMP,1954-02,-0.1
gcag,1954-02,-0.0891
GISTEMP,1954-03,-0.15
gcag,1954-03,-0.1834
GISTEMP,1954-04,-0.14
gcag,1954-04,-0.1148
GISTEMP,1954-05,-0.2
gcag,1954-05,-0.1706
GISTEMP,1954-06,-0.19
gcag,1954-06,-0.1296
GISTEMP,1954-07,-0.19
gcag,1954-07,-0.1962
GISTEMP,1954-08,-0.17
gcag,1954-08,-0.1018
GISTEMP,1954-09,-0.1
gcag,1954-09,-0.1133
GISTEMP,1954-10,-0.02
gcag,1954-10,-0.0115
GISTEMP,1954-11,0.08
gcag,1954-11,0.1164
GISTEMP,1954-12,-0.18
gcag,1954-12,-0.1636
GISTEMP,1955-01,0.13
gcag,1955-01,0.106
GISTEMP,1955-02,-0.16
gcag,1955-02,-0.1927
GISTEMP,1955-03,-0.32
gcag,1955-03,-0.3964
GISTEMP,1955-04,-0.22
gcag,1955-04,-0.2291
GISTEMP,1955-05,-0.2
gcag,1955-05,-0.2388
GISTEMP,1955-06,-0.14
gcag,1955-06,-0.1784
GISTEMP,1955-07,-0.11
gcag,1955-07,-0.2083
GISTEMP,1955-08,0.02
gcag,1955-08,-0.0884
GISTEMP,1955-09,-0.11
gcag,1955-09,-0.1431
GISTEMP,1955-10,-0.05
gcag,1955-10,-0.1133
GISTEMP,1955-11,-0.25
gcag,1955-11,-0.3208
GISTEMP,1955-12,-0.28
gcag,1955-12,-0.3643
GISTEMP,1956-01,-0.13
gcag,1956-01,-0.2404
GISTEMP,1956-02,-0.24
gcag,1956-02,-0.2824
GISTEMP,1956-03,-0.21
gcag,1956-03,-0.3565
GISTEMP,1956-04,-0.28
gcag,1956-04,-0.3065
GISTEMP,1956-05,-0.29
gcag,1956-05,-0.3361
GISTEMP,1956-06,-0.15
gcag,1956-06,-0.2265
GISTEMP,1956-07,-0.09
gcag,1956-07,-0.2106
GISTEMP,1956-08,-0.25
gcag,1956-08,-0.2896
GISTEMP,1956-09,-0.19
gcag,1956-09,-0.2735
GISTEMP,1956-10,-0.23
gcag,1956-10,-0.2632
GISTEMP,1956-11,-0.15
gcag,1956-11,-0.2152
GISTEMP,1956-12,-0.06
gcag,1956-12,-0.1576
GISTEMP,1957-01,-0.09
gcag,1957-01,-0.2215
GISTEMP,1957-02,-0.03
gcag,1957-02,-0.1586
GISTEMP,1957-03,-0.05
gcag,1957-03,-0.1975
GISTEMP,1957-04,0.0
gcag,1957-04,-0.0418
GISTEMP,1957-05,0.09
gcag,1957-05,0.0318
GISTEMP,1957-06,0.16
gcag,1957-06,0.0645
GISTEMP,1957-07,0.02
gcag,1957-07,-0.0627
GISTEMP,1957-08,0.15
gcag,1957-08,0.0729
GISTEMP,1957-09,0.09
gcag,1957-09,0.0414
GISTEMP,1957-10,0.01
gcag,1957-10,-0.0008
GISTEMP,1957-11,0.08
gcag,1957-11,-0.004
GISTEMP,1957-12,0.15
gcag,1957-12,0.0523
GISTEMP,1958-01,0.39
gcag,1958-01,0.2547
GISTEMP,1958-02,0.22
gcag,1958-02,0.0928
GISTEMP,1958-03,0.09
gcag,1958-03,0.0053
GISTEMP,1958-04,0.01
gcag,1958-04,-0.0695
GISTEMP,1958-05,0.06
gcag,1958-05,0.0165
GISTEMP,1958-06,-0.08
gcag,1958-06,-0.1531
GISTEMP,1958-07,0.05
gcag,1958-07,-0.02
GISTEMP,1958-08,-0.05
gcag,1958-08,-0.0831
GISTEMP,1958-09,-0.02
gcag,1958-09,-0.1148
GISTEMP,1958-10,0.04
gcag,1958-10,-0.0195
GISTEMP,1958-11,0.02
gcag,1958-11,-0.0386
GISTEMP,1958-12,0.01
gcag,1958-12,-0.0823
GISTEMP,1959-01,0.08
gcag,1959-01,0.0137
GISTEMP,1959-02,0.07
gcag,1959-02,-0.0051
GISTEMP,1959-03,0.18
gcag,1959-03,0.0167
GISTEMP,1959-04,0.16
gcag,1959-04,0.0263
GISTEMP,1959-05,0.04
gcag,1959-05,-0.0385
GISTEMP,1959-06,0.03
gcag,1959-06,-0.0018
GISTEMP,1959-07,0.03
gcag,1959-07,-0.0436
GISTEMP,1959-08,-0.01
gcag,1959-08,-0.0413
GISTEMP,1959-09,-0.06
gcag,1959-09,-0.1412
GISTEMP,1959-10,-0.07
gcag,1959-10,-0.0713
GISTEMP,1959-11,-0.08
gcag,1959-11,-0.1863
GISTEMP,1959-12,0.0
gcag,1959-12,-0.1033
GISTEMP,1960-01,0.0
gcag,1960-01,-0.1147
GISTEMP,1960-02,0.13
gcag,1960-02,0.0228
GISTEMP,1960-03,-0.35
gcag,1960-03,-0.4469
GISTEMP,1960-04,-0.15
gcag,1960-04,-0.2619
GISTEMP,1960-05,-0.08
gcag,1960-05,-0.179
GISTEMP,1960-06,-0.04
gcag,1960-06,-0.1261
GISTEMP,1960-07,-0.04
gcag,1960-07,-0.1141
GISTEMP,1960-08,0.02
gcag,1960-08,-0.0062
GISTEMP,1960-09,0.07
gcag,1960-09,0.0032
GISTEMP,1960-10,0.06
gcag,1960-10,-0.0312
GISTEMP,1960-11,-0.11
gcag,1960-11,-0.215
GISTEMP,1960-12,0.19
gcag,1960-12,0.0836
GISTEMP,1961-01,0.07
gcag,1961-01,-0.0522
GISTEMP,1961-02,0.19
gcag,1961-02,0.0908
GISTEMP,1961-03,0.09
gcag,1961-03,-0.0616
GISTEMP,1961-04,0.13
gcag,1961-04,0.061
GISTEMP,1961-05,0.12
gcag,1961-05,0.0679
GISTEMP,1961-06,0.12
gcag,1961-06,0.0876
GISTEMP,1961-07,0.01
gcag,1961-07,-0.0397
GISTEMP,1961-08,0.01
gcag,1961-08,-0.0169
GISTEMP,1961-09,0.08
gcag,1961-09,-0.0302
GISTEMP,1961-10,0.0
gcag,1961-10,-0.0638
GISTEMP,1961-11,0.03
gcag,1961-11,-0.0311
GISTEMP,1961-12,-0.16
gcag,1961-12,-0.2518
GISTEMP,1962-01,0.05
gcag,1962-01,-0.057
GISTEMP,1962-02,0.15
gcag,1962-02,0.0122
GISTEMP,1962-03,0.1
gcag,1962-03,0.0187
GISTEMP,1962-04,0.05
gcag,1962-04,-0.0261
GISTEMP,1962-05,-0.06
gcag,1962-05,-0.1816
GISTEMP,1962-06,0.03
gcag,1962-06,-0.0563
GISTEMP,1962-07,0.02
gcag,1962-07,-0.1092
GISTEMP,1962-08,-0.01
gcag,1962-08,-0.1097
GISTEMP,1962-09,0.0
gcag,1962-09,-0.0748
GISTEMP,1962-10,0.01
gcag,1962-10,-0.0382
GISTEMP,1962-11,0.06
gcag,1962-11,-0.0209
GISTEMP,1962-12,-0.03
gcag,1962-12,-0.1256
GISTEMP,1963-01,-0.03
gcag,1963-01,-0.1219
GISTEMP,1963-02,0.18
gcag,1963-02,0.04
GISTEMP,1963-03,-0.14
gcag,1963-03,-0.341
GISTEMP,1963-04,-0.07
gcag,1963-04,-0.1791
GISTEMP,1963-05,-0.06
gcag,1963-05,-0.1467
GISTEMP,1963-06,0.05
gcag,1963-06,-0.0668
GISTEMP,1963-07,0.06
gcag,1963-07,0.0595
GISTEMP,1963-08,0.22
gcag,1963-08,0.1458
GISTEMP,1963-09,0.18
gcag,1963-09,0.122
GISTEMP,1963-10,0.14
gcag,1963-10,0.0642
GISTEMP,1963-11,0.15
gcag,1963-11,0.0447
GISTEMP,1963-12,-0.03
gcag,1963-12,-0.0625
GISTEMP,1964-01,-0.09
gcag,1964-01,-0.1945
GISTEMP,1964-02,-0.1
gcag,1964-02,-0.223
GISTEMP,1964-03,-0.21
gcag,1964-03,-0.3828
GISTEMP,1964-04,-0.32
gcag,1964-04,-0.4416
GISTEMP,1964-05,-0.25
gcag,1964-05,-0.3742
GISTEMP,1964-06,-0.04
gcag,1964-06,-0.1666
GISTEMP,1964-07,-0.04
gcag,1964-07,-0.2006
GISTEMP,1964-08,-0.22
gcag,1964-08,-0.3005
GISTEMP,1964-09,-0.29
gcag,1964-09,-0.4046
GISTEMP,1964-10,-0.32
gcag,1964-10,-0.3114
GISTEMP,1964-11,-0.21
gcag,1964-11,-0.2988
GISTEMP,1964-12,-0.3
gcag,1964-12,-0.3716
GISTEMP,1965-01,-0.08
gcag,1965-01,-0.1623
GISTEMP,1965-02,-0.17
gcag,1965-02,-0.2631
GISTEMP,1965-03,-0.13
gcag,1965-03,-0.2597
GISTEMP,1965-04,-0.19
gcag,1965-04,-0.2986
GISTEMP,1965-05,-0.12
gcag,1965-05,-0.192
GISTEMP,1965-06,-0.08
gcag,1965-06,-0.2075
GISTEMP,1965-07,-0.13
gcag,1965-07,-0.2666
GISTEMP,1965-08,-0.04
gcag,1965-08,-0.162
GISTEMP,1965-09,-0.15
gcag,1965-09,-0.2453
GISTEMP,1965-10,-0.05
gcag,1965-10,-0.1058
GISTEMP,1965-11,-0.06
gcag,1965-11,-0.1438
GISTEMP,1965-12,-0.08
gcag,1965-12,-0.1463
GISTEMP,1966-01,-0.19
gcag,1966-01,-0.2832
GISTEMP,1966-02,-0.04
gcag,1966-02,-0.1676
GISTEMP,1966-03,0.03
gcag,1966-03,-0.1708
GISTEMP,1966-04,-0.13
gcag,1966-04,-0.1705
GISTEMP,1966-05,-0.12
gcag,1966-05,-0.2186
GISTEMP,1966-06,0.01
gcag,1966-06,-0.105
GISTEMP,1966-07,0.08
gcag,1966-07,0.003
GISTEMP,1966-08,-0.09
gcag,1966-08,-0.1017
GISTEMP,1966-09,-0.03
gcag,1966-09,-0.0866
GISTEMP,1966-10,-0.17
gcag,1966-10,-0.2377
GISTEMP,1966-11,-0.01
gcag,1966-11,-0.1077
GISTEMP,1966-12,-0.03
gcag,1966-12,-0.1405
GISTEMP,1967-01,-0.08
gcag,1967-01,-0.2196
GISTEMP,1967-02,-0.21
gcag,1967-02,-0.3282
GISTEMP,1967-03,0.05
gcag,1967-03,-0.0937
GISTEMP,1967-04,-0.05
gcag,1967-04,-0.1324
GISTEMP,1967-05,0.12
gcag,1967-05,0.0569
GISTEMP,1967-06,-0.08
gcag,1967-06,-0.1082
GISTEMP,1967-07,0.02
gcag,1967-07,-0.0679
GISTEMP,1967-08,0.01
gcag,1967-08,-0.0992
GISTEMP,1967-09,-0.06
gcag,1967-09,-0.1245
GISTEMP,1967-10,0.09
gcag,1967-10,-0.0203
GISTEMP,1967-11,-0.05
gcag,1967-11,-0.1197
GISTEMP,1967-12,-0.05
gcag,1967-12,-0.1537
GISTEMP,1968-01,-0.26
gcag,1968-01,-0.3247
GISTEMP,1968-02,-0.14
gcag,1968-02,-0.2677
GISTEMP,1968-03,0.2
gcag,1968-03,-0.0037
GISTEMP,1968-04,-0.06
gcag,1968-04,-0.1804
GISTEMP,1968-05,-0.14
gcag,1968-05,-0.2261
GISTEMP,1968-06,-0.09
gcag,1968-06,-0.1518
GISTEMP,1968-07,-0.13
gcag,1968-07,-0.195
GISTEMP,1968-08,-0.09
gcag,1968-08,-0.13
GISTEMP,1968-09,-0.19
gcag,1968-09,-0.2265
GISTEMP,1968-10,0.09
gcag,1968-10,0.0082
GISTEMP,1968-11,-0.05
gcag,1968-11,-0.135
GISTEMP,1968-12,-0.15
gcag,1968-12,-0.1912
GISTEMP,1969-01,-0.11
gcag,1969-01,-0.1624
GISTEMP,1969-02,-0.18
gcag,1969-02,-0.1971
GISTEMP,1969-03,0.01
gcag,1969-03,-0.1328
GISTEMP,1969-04,0.17
gcag,1969-04,0.0493
GISTEMP,1969-05,0.18
gcag,1969-05,0.0651
GISTEMP,1969-06,0.03
gcag,1969-06,0.0057
GISTEMP,1969-07,-0.04
gcag,1969-07,-0.1092
GISTEMP,1969-08,0.03
gcag,1969-08,-0.0729
GISTEMP,1969-09,0.08
gcag,1969-09,-0.0131
GISTEMP,1969-10,0.09
gcag,1969-10,0.0009
GISTEMP,1969-11,0.12
gcag,1969-11,0.0231
GISTEMP,1969-12,0.24
gcag,1969-12,0.1667
GISTEMP,1970-01,0.08
gcag,1970-01,0.014
GISTEMP,1970-02,0.22
gcag,1970-02,0.0638
GISTEMP,1970-03,0.06
gcag,1970-03,-0.0881
GISTEMP,1970-04,0.05
gcag,1970-04,-0.0794
GISTEMP,1970-05,-0.03
gcag,1970-05,-0.1405
GISTEMP,1970-06,-0.03
gcag,1970-06,-0.137
GISTEMP,1970-07,0.01
gcag,1970-07,-0.112
GISTEMP,1970-08,-0.1
gcag,1970-08,-0.1992
GISTEMP,1970-09,0.12
gcag,1970-09,-0.0307
GISTEMP,1970-10,0.03
gcag,1970-10,-0.0603
GISTEMP,1970-11,0.02
gcag,1970-11,-0.0582
GISTEMP,1970-12,-0.12
gcag,1970-12,-0.193
GISTEMP,1971-01,-0.02
gcag,1971-01,-0.1437
GISTEMP,1971-02,-0.15
gcag,1971-02,-0.2726
GISTEMP,1971-03,-0.18
gcag,1971-03,-0.3366
GISTEMP,1971-04,-0.07
gcag,1971-04,-0.2329
GISTEMP,1971-05,-0.05
gcag,1971-05,-0.1975
GISTEMP,1971-06,-0.16
gcag,1971-06,-0.2552
GISTEMP,1971-07,-0.08
gcag,1971-07,-0.1848
GISTEMP,1971-08,-0.01
gcag,1971-08,-0.1812
GISTEMP,1971-09,-0.06
gcag,1971-09,-0.1264
GISTEMP,1971-10,-0.04
gcag,1971-10,-0.1562
GISTEMP,1971-11,-0.07
gcag,1971-11,-0.1528
GISTEMP,1971-12,-0.08
gcag,1971-12,-0.2307
GISTEMP,1972-01,-0.22
gcag,1972-01,-0.379
GISTEMP,1972-02,-0.18
gcag,1972-02,-0.2778
GISTEMP,1972-03,0.02
gcag,1972-03,-0.143
GISTEMP,1972-04,0.0
gcag,1972-04,-0.1276
GISTEMP,1972-05,-0.03
gcag,1972-05,-0.0825
GISTEMP,1972-06,0.04
gcag,1972-06,-0.0319
GISTEMP,1972-07,0.01
gcag,1972-07,-0.0927
GISTEMP,1972-08,0.16
gcag,1972-08,0.0612
GISTEMP,1972-09,0.02
gcag,1972-09,-0.0524
GISTEMP,1972-10,0.08
gcag,1972-10,-0.0568
GISTEMP,1972-11,0.02
gcag,1972-11,-0.0518
GISTEMP,1972-12,0.18
gcag,1972-12,0.1089
GISTEMP,1973-01,0.29
gcag,1973-01,0.1009
GISTEMP,1973-02,0.32
gcag,1973-02,0.1593
GISTEMP,1973-03,0.29
gcag,1973-03,0.115
GISTEMP,1973-04,0.27
gcag,1973-04,0.1992
GISTEMP,1973-05,0.23
gcag,1973-05,0.1081
GISTEMP,1973-06,0.19
gcag,1973-06,0.106
GISTEMP,1973-07,0.12
gcag,1973-07,0.0162
GISTEMP,1973-08,0.05
gcag,1973-08,-0.0275
GISTEMP,1973-09,0.09
gcag,1973-09,-0.0352
GISTEMP,1973-10,0.1
gcag,1973-10,0.0109
GISTEMP,1973-11,0.04
gcag,1973-11,-0.0252
GISTEMP,1973-12,-0.07
gcag,1973-12,-0.1284
GISTEMP,1974-01,-0.1
gcag,1974-01,-0.2824
GISTEMP,1974-02,-0.27
gcag,1974-02,-0.4466
GISTEMP,1974-03,-0.05
gcag,1974-03,-0.2372
GISTEMP,1974-04,-0.11
gcag,1974-04,-0.2014
GISTEMP,1974-05,-0.04
gcag,1974-05,-0.1266
GISTEMP,1974-06,-0.05
gcag,1974-06,-0.1153
GISTEMP,1974-07,-0.03
gcag,1974-07,-0.1359
GISTEMP,1974-08,0.1
gcag,1974-08,0.0231
GISTEMP,1974-09,-0.08
gcag,1974-09,-0.0927
GISTEMP,1974-10,-0.06
gcag,1974-10,-0.1153
GISTEMP,1974-11,-0.08
gcag,1974-11,-0.1262
GISTEMP,1974-12,-0.08
gcag,1974-12,-0.2139
GISTEMP,1975-01,0.1
gcag,1975-01,-0.0966
GISTEMP,1975-02,0.08
gcag,1975-02,-0.0209
GISTEMP,1975-03,0.12
gcag,1975-03,-0.0111
GISTEMP,1975-04,0.04
gcag,1975-04,-0.052
GISTEMP,1975-05,0.16
gcag,1975-05,0.053
GISTEMP,1975-06,-0.01
gcag,1975-06,-0.0608
GISTEMP,1975-07,-0.01
gcag,1975-07,-0.1047
GISTEMP,1975-08,-0.17
gcag,1975-08,-0.2324
GISTEMP,1975-09,-0.02
gcag,1975-09,-0.1395
GISTEMP,1975-10,-0.11
gcag,1975-10,-0.1537
GISTEMP,1975-11,-0.17
gcag,1975-11,-0.2636
GISTEMP,1975-12,-0.17
gcag,1975-12,-0.2468
GISTEMP,1976-01,-0.03
gcag,1976-01,-0.1696
GISTEMP,1976-02,-0.06
gcag,1976-02,-0.2319
GISTEMP,1976-03,-0.22
gcag,1976-03,-0.3369
GISTEMP,1976-04,-0.07
gcag,1976-04,-0.1859
GISTEMP,1976-05,-0.21
gcag,1976-05,-0.3588
GISTEMP,1976-06,-0.12
gcag,1976-06,-0.2395
GISTEMP,1976-07,-0.1
gcag,1976-07,-0.1728
GISTEMP,1976-08,-0.12
gcag,1976-08,-0.2424
